"EQN_NO","LIFEFORM","SPP_CODE","SPP_TEXT","BIO_COMP","GEO_AREA","SER_STAG","LCL_EQUN","TAX_LIFE","PA1_CODE","PA1_TEXT","PA1_MIN","PA1_MAX","PA1_UNIT","PA2_CODE","PA2_TEXT","PA2_MIN","PA2_MAX","PA2_UNIT","PA3_CODE","PA3_TEXT","PA3_MIN","PA3_MAX","PA3_UNIT","DEP_VAR","DPV_MIN","DPV_MAX","DPV_UNIT","CF1","CF2","CF3","CF4","BPK_EQFM","EQN_TYPE","DPV_O","DPV_OMIN","DPV_OMAX","DPV_OUNIT","IP1_TEXT","IP1_MIN","IP1_MAX","IP1_UNIT","IP2_TEXT","IP2_MIN","IP2_MAX","IP2_UNIT","IP3_TEXT","IP3_MIN","IP3_MAX","IP3_UNIT","ORG_EQFM","SMP_SIZE","R_SQUARE","MS_ERROR","SEE","LOG_BIOC","RAW_DATA","SRC_EQN","SRC_DAT","MARK"
533,"T","PIAL","Pinus albicaulis (whitebark pine)","BCD","R","G","01","T","DBH","Stem diameter at breast height","2.54","27.94","cm","LEN","Crown length",NA,NA,"cm",NA,NA,NA,NA,NA,"Dead crown biomass",NA,NA,"g","149.68548","0.003951",NA,NA,"BCD = 149.68548 + 0.003951*DBH^2*LEN",9,"Dead crown biomass",NA,NA,"lb","Stem diameter at breast height","1.0","11.0","in","Crown length (LEN)",NA,NA,"ft",NA,NA,NA,NA,"BCD =  0.33 + 0.001713*DBH^2*LEN","13","0.86","0.93","0.964",NA,"Raw data are in the publication listed below.","Brown, J. K. 1978. Weight and Density of Crowns of Rocky Mountain conifers. USDA Forest Service. Res. Pap. INT-197.","5814",FALSE
534,"T","PIAL","Pinus albicaulis (whitebark pine)","BCD","R","G","02","T","DBH","Stem diameter at breast height","2.54","27.94","cm","HT","Tree height",NA,NA,"cm",NA,NA,NA,NA,NA,"Dead crown biomass",NA,NA,"g","127.00586","0.003222",NA,NA,"BCD = 127.00586 + 0.003222*DBH^2*HT",9,"Dead crown biomass",NA,NA,"lb","Stem diameter at breast height","1.0","11.0","in","Tree height (HT)",NA,NA,"ft",NA,NA,NA,NA,"BCD = 0.28 +0.001397*DBH^2*HT","13","0.85","0.98","0.990",NA,"Raw data are in the publication listed below.","Brown, J. K. 1978. Weight and Density of Crowns of Rocky Mountain conifers. USDA Forest Service. Res. Pap. INT-197.","5821",FALSE
535,"T","PIAL","Pinus albicaulis (whitebark pine)","BCD","R","G","03","T","DBH","Stem diameter at breast height","2.54","27.94","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead crown biomass",NA,NA,"g","0.00","4.300659",NA,NA,"BCD = 4.300659 * DBH^2",4,"Dead crown biomass",NA,NA,"lb","Stem diameter at breast height","1.0","11.0","in",NA,NA,NA,NA,NA,NA,NA,NA,"BCD  =  0.06117 * DBH^2","13","0.82","1.16","1.077",NA,"Raw data are in the publication listed below.","Brown, J. K. 1978. Weight and Density of Crowns of Rocky Mountain conifers. USDA Forest Service. Res. Pap. INT-197.","5828",FALSE
536,"T","THPL","Thuja plicata (western redcedar)","BCD","R","G","01","T","DBH","Stem diameter at breast height","2.54","68.58","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead crown biomass",NA,NA,"g","0.00","0.294236",NA,NA,"BCD = 0.294236 * DBH^3",28,"Dead crown biomass",NA,NA,"lb","Stem diameter at breast height","1.0","27.0","in",NA,NA,NA,NA,NA,NA,NA,NA,"BCD  =  0.01063 * DBH^3","20","0.98","91.2","9.550",NA,"Raw data are in the publication listed below.","Brown, J. K. 1978. Weight and Density of Crowns of Rocky Mountain conifers. USDA Forest Service. Res. Pap. INT-197.","5835",FALSE
537,"T","PIPO","Pinus ponderosa (ponderosa pine)","BCD","R","G","01","T","DBH","Stem diameter at breast height","2.54","86.36","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead crown biomass",NA,NA,"g","-0.267716","2.8376",NA,NA,"ln(BCD) = -0.267716 + 2.8376 * ln(DBH)",2,"Dead crown biomass",NA,NA,"lb","Stem diameter at breast height","1.0","34.0","in",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BCD) = -3.7398 + 2.8376 * ln(DBH)","26","0.87","4,590","67.750","N","Raw data are in the publication listed below.","Brown, J. K. 1978. Weight and Density of Crowns of Rocky Mountain conifers. USDA Forest Service. Res. Pap. INT-197.","5842",FALSE
538,"T","PSME","Pseudotsuga menziesii (douglas fir)","BCD","R","G","01","T","DBH","Stem diameter at breast height","2.54","86.36","cm","LEN","Crown length",NA,NA,"cm",NA,NA,NA,NA,NA,"Dead crown biomass",NA,NA,"g","3306.6884","0.766175","-0.016096",NA,"BCD = 3306.6884 +0.766175*DBH^3 -0.016096*DBH^2*LEN",24,"Dead crown biomass",NA,NA,"lb","Stem diameter at breast height","1.0","34.0","in","Crown length (LEN)",NA,NA,"ft",NA,NA,NA,NA,"BCD =  7.29 +0.02768*DBH^3 -0.006978*DBH^2*LEN","21","0.98","459","21.424",NA,"Raw data are in the publication listed below.","Brown, J. K. 1978. Weight and Density of Crowns of Rocky Mountain conifers. USDA Forest Service. Res. Pap. INT-197.","5849",FALSE
539,"T","PSME","Pseudotsuga menziesii (douglas fir)","BCD","R","G","02","T","DBH","Stem diameter at breast height","2.54","86.36","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead crown biomass",NA,NA,"g","0.00","0.302816",NA,NA,"BCD = 0.302816 * DBH^3",28,"Dead crown biomass",NA,NA,"lb","Stem diameter at breast height","1.0","34.0","in",NA,NA,NA,NA,NA,NA,NA,NA,"BCD  =  0.01094 * DBH^3","21","0.91","1,431","37.829",NA,"Raw data are in the publication listed below.","Brown, J. K. 1978. Weight and Density of Crowns of Rocky Mountain conifers. USDA Forest Service. Res. Pap. INT-197.","5856",FALSE
540,"T","TSHE","Tsuga heterophylla (western hemlock)","BCD","R","G","01","T","DBH","Stem diameter at breast height","2.54","53.34","cm","HT","Tree height",NA,NA,"cm",NA,NA,NA,NA,NA,"Dead crown biomass",NA,NA,"g","-31.85266","-2.0496","6.0111",NA,"ln(BCD) = -31.85266 -2.0496*ln(DBH) +6.0111*ln(HT)",17,"Dead crown biomass",NA,NA,"lb","Stem diameter at breast height","1.0","21.0","in","Tree height (HT)",NA,NA,"ft",NA,NA,NA,NA,"ln(BCD) = -19.340 -2.0496*ln(DBH) +6.0111*ln(HT)","20","0.92","237","15.395","N","Raw data are in the publication listed below.","Brown, J. K. 1978. Weight and Density of Crowns of Rocky Mountain conifers. USDA Forest Service. Res. Pap. INT-197.","5863",FALSE
541,"T","TSHE","Tsuga heterophylla (western hemlock)","BCD","R","G","02","T","DBH","Stem diameter at breast height","2.54","53.34","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead crown biomass",NA,NA,"g","-3.697645","3.3664",NA,NA,"ln(BCD) = -3.697645 + 3.3664 * ln(DBH)",2,"Dead crown biomass",NA,NA,"lb","Stem diameter at breast height","1.0","21.0","in",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BCD) = -6.6768 + 3.3664 * ln(DBH)","20","0.84","297","17.234","N","Raw data are in the publication listed below.","Brown, J. K. 1978. Weight and Density of Crowns of Rocky Mountain conifers. USDA Forest Service. Res. Pap. INT-197.","5870",FALSE
542,"T","TSHE","Tsuga heterophylla (western hemlock)","BBL","C","M","02","T","DBH","Stem dia. at breast height (1.3 m)","9.9","47.8","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Live branch biomass",NA,NA,"g","2.33776","2.271",NA,NA,"ln(BBL) = 2.33776 + 2.271 * ln(DBH)",2,"Live branch biomass",NA,NA,"kg","Stem dia. at breast height (DBH) (1.3 m)","9.9","47.8","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BBL) = -4.570 + 2.271 * ln(DBH)","21","0.89","0.139","0.3728","N",NA,"Donald Sachs. 1984. Management Effects on Nitrogen Nutrition and Long-term Productivity of Western Hemlock Stands ... M.S. thesis, Forest Science Dept., Oregon State Univ.","5877",FALSE
543,"T","TSHE","Tsuga heterophylla (western hemlock)","BBL","C","M","03","T","DBH","Stem dia. at breast height (1.3 m)","9.9","47.8","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Live branch biomass",NA,NA,"g","2.03176","2.271",NA,NA,"ln(BBL) = 2.03176 + 2.271 * ln(DBH)",2,"Live branch biomass",NA,NA,"kg","Stem dia. at breast height (DBH) (1.3 m)","9.9","47.8","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BBL) = -4.876 + 2.271 * ln(DBH)","21","0.89","0.139","0.3728","N",NA,"Donald Sachs. 1984. Management Effects on Nitrogen Nutrition and Long-term Productivity of Western Hemlock Stands ... M.S. thesis, Forest Science Dept., Oregon State Univ.","5887",FALSE
544,"T","TSHE","Tsuga heterophylla (western hemlock)","BBD","C","M","01","T","DBH","Stem dia. at breast height (1.3 m)","9.9","47.8","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead branch biomass",NA,NA,"g","-0.65124","2.805",NA,NA,"ln(BBD) = -0.65124 + 2.805 * ln(DBH)",2,"Dead branch biomass",NA,NA,"kg","Stem dia. at breast height (DBH) (1.3 m)","9.9","47.8","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BBD) = -7.559 + 2.805 * ln(DBH)","21","0.93","0.134","0.3661","N",NA,"Donald Sachs. 1984. Management Effects on Nitrogen Nutrition and Long-term Productivity of Western Hemlock Stands ... M.S. thesis, Forest Science Dept., Oregon State Univ.","5897",FALSE
545,"T","TSHE","Tsuga heterophylla (western hemlock)","BBD","C","M","02","T","DBH","Stem dia. at breast height (DBH) (1.3 m)","9.9","47.8","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead branch biomass",NA,NA,"g","-0.17724","2.805",NA,NA,"ln(BBD) = -0.17724 + 2.805 * ln(DBH)",2,"Dead branch biomass",NA,NA,"kg","Stem dia. at breast height (DBH) (1.3 m)","9.9","47.8","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BBD) = -7.085 + 2.805 * ln(DBH)","21","0.93","0.134","0.3661","N",NA,"Donald Sachs. 1984. Management Effects on Nitrogen Nutrition and Long-term Productivity of Western Hemlock Stands ... M.S. thesis, Forest Science Dept., Oregon State Univ.","5907",FALSE
546,"S","ACCI","Acer circinatum (vine maple)","PFT","W","M","01","S","DBA","Stem basal diameter","3.8",NA,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total projected leaf area",NA,NA,"cm^2","8.0139","1.9910",NA,NA,"ln(PFT) = 8.0139 + 1.9910 * ln(DBA)",2,"Total all-sided leaf area",NA,NA,"cm^2","DBA (at litter surface)","3.8",NA,"cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(AFT) = 8.7070 + 1.9910 * ln(DBA)","19","0.94","0.203","0.451","Y",NA,"Gholz et al. 1979. Equations for estimating... Res Pap 41, For Res Lab, Ore State Univ.  They sampled the plants and fit the equation (App. B, Ref. 14).","5917",FALSE
547,"K","ACCI","Acer circinatum (vine maple)","PFT","W","Y","01","S","DBA","Stem basal diameter","0.9","3.8","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total projected leaf area",NA,NA,"cm^2","7.2487","2.0103",NA,NA,"ln(PFT) = 7.2487 + 2.0103 * ln(DBA)",2,"Total all-sided leaf area",NA,NA,"cm^2","DBA (at litter surface)","0.9","3.8","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(AFT) = 7.9418 + 2.0103 * ln(DBA)","19","0.91","0.069","0.263","Y",NA,"Gholz et al. 1979. Equations for estimating... Res Pap 41, For Res Lab, Ore State Univ.  They sampled the plants and fit the equation (App. B, Ref. 14).","5929",FALSE
548,"K","ACMA","Acer macrophyllum (bigleaf maple)","PFT","W","E","01","T","DBA","Stem basal diameter","0.4","7.2","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total projected leaf area",NA,NA,"cm^2","7.2924","1.9594",NA,NA,"ln(PFT) = 7.2924 + 1.9594 * ln(DBA)",2,"Total all-sided leaf area",NA,NA,"cm^2","DBA (at litter surface)","0.4","7.2","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(AFT) = 7.9855 + 1.9594 * ln(DBA)","27","0.91","0.161","0.401","Y",NA,"Gholz et al. 1979. Equations for estimating... Res Pap 41, For Res Lab, Ore State Univ.  They sampled the plants and fit the equation (App. B, Ref. 14).","5941",FALSE
549,"S","CACH","Castanopsis chrysophylla (gldn chinkapin","PFT","W","E","01","T","DBA","Stem basal diameter","0.4","5.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total projected leaf area",NA,NA,"cm^2","6.9212","1.8783",NA,NA,"ln(PFT) = 6.9212 + 1.8783 * ln(DBA)",2,"Total all-sided leaf area",NA,NA,"cm^2","DBA (at litter surface)","0.4","5.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(AFT) = 7.6143 + 1.8783 * ln(DBA)","30","0.76","0.650","0.806","Y",NA,"Gholz et al. 1979. Equations for estimating... Res Pap 41, For Res Lab, Ore State Univ. They sampled the plants and fit the equation (App. B, Ref. 14).","5953",FALSE
550,"S","CACH","Castanopsis chrysophylla (gldn chinkapin","PFN","W","E","01","T","DBA","Stem basal diameter","0.4","5.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New projected leaf area",NA,NA,"cm^2","6.2299","2.3730",NA,NA,"ln(PFN) = 6.2299 + 2.3730 * ln(DBA)",2,"New all-sided leaf area",NA,NA,"cm^2","DBA (at litter surface)","0.4","5.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(AFN) = 6.9230 + 2.3730 * ln(DBA)","30","0.74","1.155","1.075","Y",NA,"Gholz et al. 1979. Equations for estimating... Res Pap 41, For Res Lab, Ore State Univ. They sampled the plants and fit the equation (App. B, Ref. 14).","5965",FALSE
551,"S","CEVEV","Ceanothus velutinus var. velutinus","PFN","W","Y","01","S","DBA","Stem basal diameter",NA,"7.0","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New projected leaf area",NA,NA,"cm^2","0.5408","-1.1163","6.894",NA,"ln(PFN) =  0.5408 - 1.1163 * DBA + 6.894 * (DBA)^.50",11,"New all-sided leaf area",NA,NA,"cm^2","DBA (at litter surface)",NA,"7.0","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(AFN) =  1.2339 - 1.1163 * DBA + 6.894 * (DBA)^.50","43","0.85","0.211","0.459","Y",NA,"Gholz et al. 1979. Equations for estimating... Res Pap 41, For Res Lab, Ore State Univ.  The equation was fit by David McNabb, Dept. of Forest Science, Ore State Univ.","5977",FALSE
552,"K","CONU","Cornus nuttallii (pacific dogwood)","PFT","W","E","01","S","DBA","Stem basal diameter","0.4","3.2","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total projected leaf area",NA,NA,"cm^2","7.6583","1.7920",NA,NA,"ln(PFT) = 7.6583 + 1.7920 * ln(DBA)",2,"Total all-sided leaf area",NA,NA,"cm^2","DBA (at litter surface)","0.4","3.2","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(AFT) = 8.3514 + 1.7920 * ln(DBA)","25","0.77","0.228","0.477","Y",NA,"Gholz et al. 1979. Equations for estimating... Res Pap 41, For Res Lab, Ore State Univ. They sampled the plants and fit the equation (App. B, Ref. 14).","5989",FALSE
553,"S","COCOC","Corylus cornuta californica (cal hazel)","PFT","W","M","01","S","DBA","Stem basal diameter","0.7","2.9","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total projected leaf area",NA,NA,"cm^2","7.8089","2.063",NA,NA,"ln(PFT) = 7.8089 + 2.063  * ln(DBA)",2,"Total all-sided leaf area",NA,NA,"cm^2","DBA (at litter surface)","0.7","2.9","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(AFT) = 8.502  + 2.063  * ln(DBA)","20","0.81","0.218","0.467","Y",NA,"Gholz et al. 1979. Equations for estimating... Res Pap 41, For Res Lab, Ore State Univ. They sampled the plants and fit the equation (App. B, Ref. 14).","6001",FALSE
554,"S","HODI","Holodiscus discolor (crmbrsh rockspirea)","PFT","W","M","01","S","DBA","Stem basal diameter","0.5","3.1","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total projected leaf area",NA,NA,"cm^2","7.3089","2.030",NA,NA,"ln(PFT) = 7.3089 + 2.030 * ln(DBA)",2,"Total all-sided leaf area",NA,NA,"cm^2","DBA (at litter surface)","0.5","3.1","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(AFT) = 8.0020 + 2.030 * ln(DBA)","20","0.86","0.166","0.407","Y",NA,"Gholz et al. 1979. Equations for estimating... Res Pap 41, For Res Lab, Ore State Univ. They sampled the plants and fit the equation (App. B, Ref. 14).","6013",FALSE
555,"S","RHMA","Rhododendron macrophyllum (pacific rhod)","PFT","W","O","01","S","DBA","Stem basal diameter","0.3","7.0","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total projected leaf area",NA,NA,"cm^2","7.5833","1.8518",NA,NA,"ln(PFT) =  7.5833 + 1.8518 * ln(DBA)",2,"Total all-sided leaf area",NA,NA,"cm^2","DBA (at litter surface)","0.3","7.0","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(AFT) =  8.2764 + 1.8518 * ln(DBA)","108","0.90","0.234","0.484","Y",NA,"Gholz et al. 1979. Equations for estimating... Res Pap 41, For Res Lab, Ore State Univ.  Gholz sampled the plants and fit the equation (App. B, [11]).","6024",FALSE
556,"K","RHMA","Rhododendron macrophyllum (pacific rhod)","PFT","W","E","01","S","DBA","Stem basal diameter","0.4","1.6","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total projected leaf area",NA,NA,"cm^2","6.7852","1.6745",NA,NA,"ln(PFT) =  6.7852 + 1.6745 * ln(DBA)",2,"Total all-sided leaf area",NA,NA,"cm^2","DBA (at litter surface)","0.4","1.6","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(AFT) =  7.4783 + 1.6745 * ln(DBA)","20","0.70","0.183","0.428","Y",NA,"Gholz et al. 1979. Equations for estimating... Res Pap 41, For Res Lab, Ore State Univ.  They sampled the plants and fit the equation (App. B, Ref. 14).","6036",FALSE
557,"K","RHMA","Rhododendron macrophyllum (pacific rhod)","PFN","W","E","01","S","DBA","Stem basal diameter","0.4","1.6","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New projected leaf area",NA,NA,"cm^2","6.1439","1.4561",NA,NA,"ln(PFN) =  6.1439 + 1.4561 * ln(DBA)",2,"New all-sided leaf area",NA,NA,"cm^2","DBA (at litter surface)","0.4","1.6","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(AFN) =  6.8370 + 1.4561 * ln(DBA)","20","0.63","0.195","0.442","Y",NA,"Gholz et al. 1979. Equations for estimating... Res Pap 41, For Res Lab, Ore State Univ.  They sampled the plants and fit the equation (App. B, Ref. 14).","6048",FALSE
558,"K","RHMA","Rhododendron macrophyllum (pacific rhod)","PFT","W","E","02","S","DBA","Stem basal diameter","1.6",NA,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total projected leaf area",NA,NA,"cm^2","6.7212","1.6628",NA,NA,"ln(PFT) =  6.7212 + 1.6628 * ln(DBA)",2,"Total all-sided leaf area",NA,NA,"cm^2","DBA (at litter surface)","1.6",NA,"cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(AFT) =  7.4143 + 1.6628 * ln(DBA)","54","0.74","0.394","0.628","Y",NA,"Gholz et al. 1979. Equations for estimating... Res Pap 41, For Res Lab, Ore State Univ.  Gholz sampled the plants and fit the equation (App. B, [11]).","6060",FALSE
559,"S","VAAL","Vaccinium alaskaense (alskn huckleberry)","PFT","G","M","01","S","DBA","Stem basal diameter","0.6","3.6","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total projected leaf area",NA,NA,"cm^2","7.5669","2.3609",NA,NA,"ln(PFT) =  7.5669 + 2.3609 * ln(DBA)",2,"Total all-sided leaf area",NA,NA,"cm^2","DBA (at litter surface)","0.6","3.6","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(AFT) =  8.2600 + 2.3609 * ln(DBA)","21","0.94","0.085","0.292","Y",NA,"Gholz et al. 1979. Equations for estimating... Res Pap 41, For Res Lab, Ore State Univ. They sampled the plants and fit the equation (App. B, Ref. 14).","6072",FALSE
560,"H","EPAN","Epilobium angustifolium (fireweed)","PFT","W","E","01","H","LEN","Length (base to tip along main stem)","52.0","155.0","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total projected leaf area",NA,NA,"g","-2.3084","1.8143",NA,NA,"ln(PFT) = -2.3084 + 1.8143 * ln(LEN)",2,"Total all-sided leaf area",NA,NA,"cm^2","Length (LEN)","52.0","155.0","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(AFT) = -1.6153 + 1.8143 * ln(LEN)","13","0.92","0.064","0.253","Y",NA,"Gholz et al. 1979. Equations for estimating... Res Pap 41, For Res Lab, Ore State Univ.  They sampled the plants and fit the equation (App. B, Ref. 14).","6084",FALSE
561,"S","GASH","Gaultheria shallon (salal)","PFT","W","E","01","S","COV","Cover (on 1 sq. m)","2.","60.","%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total projected leaf area",NA,NA,"cm^2","1308.15","279.46",NA,NA,"PFT = 1308.15 + 279.46 * COV",1,"Total all-sided leaf area",NA,NA,"cm^2","Cover (on 1 sq. m) (COV)","2.","60.","%",NA,NA,NA,NA,NA,NA,NA,NA,"AFT = 2616.3 + 558.91 * COV","12","0.91","1.196*10E5","345.8323",NA,NA,"Gholz et al. 1979. Equations for estimating... Res Pap 41, For Res Lab, Ore State Univ.  They sampled the plants and fit the equation (App. B, Ref. 14).","6096",FALSE
562,"H","PTAQ","Pteridium aquilinum (braken fern)","PFT","W","E","01","H","DBA","Stem basal diameter","0.33","1.12","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total projected leaf area",NA,NA,"cm^2","8.2789","2.0719",NA,NA,"ln(PFT) =  8.2789 + 2.0719 * ln(DBA)",2,"Total all-sided leaf area, one frond",NA,NA,"cm^2","DBA (at litter surface)","0.33","1.12","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(AFT) =  8.9720 + 2.0719 * ln(DBA)","19","0.88","0.092","0.303","Y",NA,"Gholz et al. 1979. Equations for estimating... Res Pap 41, For Res Lab, Ore State Univ.  Modified by Joe Means Feb, 1991, to give projected leaf area.","6108",FALSE
563,"H","SESY","Senecio sylvaticus (woodland groundsel)","PFT","W","E","01","H","LEN","Length (base to tip along main stem)","24.0","102.0","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total projected leaf area",NA,NA,"cm^2","-11.8326","3.9347",NA,NA,"ln(PFT) = -11.8326 + 3.9347 * ln(LEN)",2,"Total all-sided leaf area",NA,NA,"cm^2","Length (LEN)","24.0","102.0","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(AFT) = -11.1395 + 3.9347 * ln(LEN)","38","0.79","0.699","0.836","Y",NA,"Gholz et al. 1979. Equations for estimating... Res Pap 41, For Res Lab, Ore State Univ.  They sampled the plants and fit the equation (App. B, Ref. 14).","6120",FALSE
564,"T","ALRU","Alnus rubra (red alder)","AFT","C","Y","01","T","DBH","Geometric mean dia.","1.7","13.2","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"All-sided leaf area",NA,NA,"cm^2","9.1529","1.82939",NA,NA,"ln(AFT) =  9.1529 + 1.82939 * ln(DBH)",2,"Single-sided leaf area",NA,NA,"m^2","Geom mean dia., outside bark, @ breast ht","1.7","13.2","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(PFT) = -0.75059 + 1.82939 * ln(DBH)","18","0.91","0.12561","0.35442","N",NA,"Helgerson et al. 1988. Equations for estimating aboveground components of young Douglas-fir and red alder...         Can. J. For. Res. 18:1082-1085","6132",FALSE
565,"T","ALRU","Alnus rubra (red alder)","AFT","C","Y","02","T","DBA","Geometric mean stump dia.","2.5","16.0","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"All-sided leaf area",NA,NA,"cm^2","8.1086","2.07398",NA,NA,"ln(AFT) =  8.1086  + 2.07398 * ln(DBA)",2,"Single-sided leaf area",NA,NA,"m^2","Geom mean stump dia,o/side bark,@15cm ht.","2.5","16.0","cm",NA,NA,NA,NA,NA,NA,NA,NA,"ln(PFT) = -1.79491 + 2.07398 * ln(DBA)","18","0.96","0.04905","0.22147","N",NA,"Helgerson et al. 1988. Equations for estimating aboveground components of young Douglas-fir and red alder...         Can. J. For. Res. 18:1082-1085","6136",FALSE
566,"T","PSME","Pseudotsuga menziesii (douglas fir)","BCL","R","Y","01","T","HT","Tree height","112.8","347.5","cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Live crown biomass",NA,NA,"g","-7.37833","2.7168",NA,NA,"ln(BCL) = -7.37833 + 2.7168 * ln(HT)",2,"Live crown biomass",NA,NA,"lb","Tree height","3.7","11.4","ft",NA,NA,NA,NA,NA,NA,NA,NA,"ln(BCL) = -4.212 + 2.7168 * ln(HT)","11","0.83","1.156","1.0752","N","Raw data are in the publication listed below.","Brown, J. K. 1978. Weight and Density of Crowns of Rocky Mountain conifers. USDA Forest Service. Res. Pap. INT-197.","6148",FALSE
